0.01999999,0
0.03999998,0
0.1976095,0
0.265115,0
0.3178872,0
0.3752334,0
0.4204529,0
0.4575599,0
0.4925957,0
0.5267001,0
0.5737625,0
0.6104894,0
0.6458638,0
0.6791555,0
0.7249233,0
0.758912,0
0.7922242,0
0.8235961,0
0.8579705,0
0.9043623,0
0.9396128,0
0.9717821,0
1.010091,0
1.05586,0
1.08827,0.02978149
1.120831,0.05796758
1.154554,0.08548263
1.186644,0.110214
1.230441,0.1418851
1.264368,0.1649109
1.300865,0.1883403
1.332417,0.2075606
1.366683,0.2274286
1.412806,0.2526505
1.446973,0.2702977
1.479616,0.2863959
1.513184,0.3022265
1.54538,0.3167636
1.590321,0.3360714
1.624449,0.3500196
1.658243,0.3632661
1.693499,0.3765216
1.728643,0.3891974
1.776989,0.4058152
1.809835,0.4165987
1.843801,0.427346
1.876342,0.4372777
1.909736,0.4471176
1.954055,0.4596571
1.995106,0.470775
2.02846,0.4794772
2.060214,0.4875
2.103246,0.4979857
2.135643,0.5056013
2.168565,0.5131069
2.201521,0.5203955
2.232057,0.5269569
2.275008,0.5358877
2.30855,0.5426309
2.342288,0.5492187
2.374406,0.5553163
2.413294,0.562482
2.457423,0.5703388
2.49207,0.5763123
2.526103,0.5820203
2.558517,0.5873159
2.591279,0.5925334
2.634319,0.5991907
2.666723,0.6040611
2.698954,0.6087894
2.730576,0.6133199
2.763139,0.6178768
2.805604,0.6236605
2.840291,0.6282567
2.873684,0.6325765
2.904584,0.6364852
2.938503,0.6406811
2.981946,0.645916
3.016813,0.6500083
3.048708,0.6536699
3.079395,0.6571211
3.112332,0.6607497
3.155478,0.6653883
3.189496,0.6689572
3.223946,0.6724946
3.255052,0.6756243
3.286134,0.6786925
3.330262,0.68295
3.363575,0.6860901
3.393909,0.6888958
3.425709,0.6917836
3.458903,0.6947415
3.50343,0.6986212
3.537646,0.7015361
3.57041,0.704275
3.603712,0.7070078
3.634372,0.7094795
3.677713,0.7129032
3.71052,0.7154416
3.746166,0.7181493
3.778804,0.7205837
3.813133,0.7230992
3.858279,0.7263393
3.893916,0.7288437
3.932198,0.7314836
3.965118,0.733713
4.01013,0.7367019
4.045756,0.7390203
4.079807,0.7411986
4.114052,0.7433529
4.148326,0.7454733
4.192918,0.7481803
4.227981,0.7502686
4.259698,0.7521281
4.290828,0.7539265
4.324392,0.7558363
4.37009,0.7583895
4.405714,0.7603431
4.440514,0.7622213
4.475419,0.7640758
4.520518,0.7664295
4.555912,0.7682441
