0.3333333,1,0
0.6666667,1,0
1,1,0
1.333333,1,0
1.666667,1,0
2,1,0
2.333333,1,0
2.666667,1,0
3,1,0
3.333333,1,0
3.666666,1,0
4,1,0
4.333333,1,0
4.666667,1,0
5,1,0
5.333333,1,0
5.666667,1,0
6,1,0
6.333334,1,0
6.666667,1,0
7.000001,1,0
7.333334,1,0
7.666668,1,0
8.000001,1,0
8.333334,1,0
8.666667,1,0
9,1,0
9.333333,1,0
9.666666,1,0
9.999999,1,0
10.33333,1,0
10.66667,1,0
11,1,0
11.33333,1,0
11.66666,1,0
12,1,0
12.33333,1,0
12.66666,1,0
13,1,0
13.33333,1,0
13.66666,1,0
14,1,0
14.33333,1,0
14.66666,1,0
14.99999,1,0
15.33333,1,0
15.66666,1,0
15.99999,1,0
16.33333,1,0
0.3333333,1,0
0.6666667,1,0
1,1,0
1.333333,1,0
1.666667,1,0
2,1,0
2.333333,1,0
2.666667,1,0
3,1,0
3.333333,1,0
3.666666,1,0
4,1,0
4.333333,1,0
4.666667,1,0
5,1,0
5.333333,1,0
5.666667,1,0
6,1,0
6.333334,1,0
6.666667,1,0
7.000001,1,0
7.333334,1,0
7.666668,1,0
8.000001,1,0
8.333334,1,0
8.666667,1,0
9,1,0
9.333333,1,0
9.666666,1,0
9.999999,1,0
10.33333,1,0
10.66667,1,0
11,1,0
11.33333,1,0
11.66666,1,0
12,1,0
12.33333,1,0
12.66666,1,0
13,1,0
13.33333,1,0
13.66666,1,0
14,1,0
14.33333,1,0
14.66666,1,0
14.99999,1,0
15.33333,1,0
15.66666,1,0
15.99999,1,0
16.33333,1,0
16.66666,1,0
16.99999,1,0
0.3333333,1,0
0.6666667,1,0
1,1,0
1.333333,1,0
1.666667,1,0
2,1,0
2.333333,1,0
2.666667,1,0
3,1,0
3.333333,1,0
3.666666,1,0
4,1,0
4.333333,1,0
4.666667,1,0
5,1,0
5.333333,1,0
5.666667,1,0
6,1,0
6.333334,1,0
6.666667,1,0
7.000001,1,0
7.333334,1,0
7.666668,1,0
8.000001,1,0
8.333334,1,0
8.666667,1,0
9,1,0
9.333333,1,0
9.666666,1,0
9.999999,1,0
10.33333,1,0
10.66667,1,0
11,1,0
11.33333,1,0
11.66666,1,0
12,1,0
12.33333,1,0
12.66666,1,0
13,1,0
13.33333,1,0
13.66666,1,0
14,1,0
14.33333,1,0
14.66666,1,0
14.99999,1,0
15.33333,1,0
15.66666,1,0
15.99999,1,0
16.33333,1,0
0.3333333,1,0
0.6666667,1,0
1,1,0
1.333333,1,0
1.666667,1,0
2,1,0
2.333333,1,0
2.666667,1,0
3,1,0
3.333333,1,0
3.666666,1,0
4,1,0
4.333333,1,0
4.666667,1,0
5,1,0
5.333333,1,0
5.666667,1,0
6,1,0
6.333334,1,0
6.666667,1,0
7.000001,1,0
7.333334,1,0
7.666668,1,0
8.000001,1,0
8.333334,1,0
8.666667,1,0
9,1,0
9.333333,1,0
9.666666,1,0
9.999999,1,0
10.33333,1,0
10.66667,1,0
11,1,0
11.33333,1,0
11.66666,1,0
12,1,0
