0.3333333,1,0
0.6666667,1,0
1,1,0
1.333333,1,0
1.666667,1,0
2,1,0
2.333333,1,0
2.666667,1,0
3,1,0
3.333333,1,0
3.666666,1,0
4,1,0
4.333333,1,0
4.666667,1,0
5,1,0
5.333333,1,0
5.666667,1,0
6,1,0
6.333334,1,0
6.666667,1,0
7.000001,0.952381,0.04761904
7.333334,0.9545454,0.04545454
7.666668,0.9565217,0.04347825
8.000001,0.9583334,0.04166666
8.333334,0.96,0.04
8.666667,0.9615385,0.03846154
9,0.962963,0.03703704
9.333333,0.9642857,0.03571429
9.666666,0.9655173,0.03448276
9.999999,0.9666667,0.03333334
10.33333,0.967742,0.03225807
10.66667,0.96875,0.03125001
11,0.969697,0.03030304
11.33333,0.9705883,0.02941177
11.66666,0.9714286,0.02857144
12,0.9722223,0.02777779
12.33333,0.972973,0.02702704
12.66666,0.9736843,0.0263158
13,0.974359,0.02564103
13.33333,0.975,0.02500001
13.66666,0.9756098,0.02439025
14,0.9761905,0.02380953
14.33333,0.9767442,0.02325582
14.66666,0.9545455,0.02272728
14.99999,0.9333334,0.04444446
15.33333,0.9130435,0.06521742
15.66666,0.8936171,0.08510642
15.99999,0.8750001,0.1041667
16.33333,0.8571429,0.122449
16.66666,0.84,0.14
16.99999,0.8235294,0.1568628
17.33333,0.8076923,0.173077
17.66666,0.7924528,0.1886793
18,0.7777777,0.2037037
18.33333,0.7636362,0.2181818
18.66666,0.7499998,0.2321429
19,0.7368419,0.2456141
19.33333,0.7241377,0.2586207
19.66667,0.7118642,0.2711865
20,0.6999997,0.2833334
20.33333,0.6885243,0.295082
20.66667,0.6774191,0.3064516
21,0.6666664,0.3174603
21.33334,0.6562497,0.328125
21.66667,0.6461535,0.3384615
22,0.6363633,0.3484848
22.33334,0.6268653,0.3582089
22.66667,0.6176467,0.367647
23.00001,0.6086953,0.3768115
23.33334,0.5999996,0.3857142
23.66667,0.5915489,0.3943661
24.00001,0.583333,0.4027776
24.33334,0.5753421,0.4109587
24.66668,0.5675672,0.4189187
25.00001,0.5599996,0.4266664
25.33334,0.5526311,0.4342103
25.66668,0.5454541,0.4415582
26.00001,0.5384611,0.4487177
26.33335,0.5316451,0.4556959
26.66668,0.5249996,0.4624996
27.00001,0.5185181,0.4691354
27.33335,0.5121947,0.4756094
27.66668,0.5060236,0.4819273
28.00002,0.4999996,0.4880948
28.33335,0.4941172,0.4941172
28.66668,0.4883716,0.4999995
29.00002,0.4827582,0.5057467
29.33335,0.4772723,0.5113631
29.66669,0.4719097,0.5168534
30.00002,0.4666662,0.5222217
30.33335,0.461538,0.527472
30.66669,0.4565213,0.5326081
31.00002,0.4516124,0.5376338
31.33335,0.446808,0.5425526
31.66669,0.4421048,0.5473679
32.00002,0.4374996,0.5520828
32.33335,0.4329892,0.5567005
32.66669,0.428571,0.561224
33.00002,0.424242,0.5656562
33.33335,0.4199996,0.5699996
33.66668,0.4158413,0.5742571
34.00002,0.4117644,0.5784311
34.33335,0.4077667,0.5825241
34.66668,0.4038459,0.5865383
